epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8687371015548706,0.9384382963180542,0.2962191700935364,0.8510028719902039,0.8383064270019531,0.43478259444236755,0.466505229473114,1.3691480159759521,0.43478259444236755,1.0
1,0.8596431016921997,0.9338929653167725,0.3122771978378296,0.8203546404838562,0.8580645322799683,0.43478259444236755,0.7011486291885376,1.2922391891479492,0.43478259444236755,1.0
2,0.8752573728561401,0.9429509043693542,0.29174861311912537,0.8228361010551453,0.9008064270019531,0.43899017572402954,0.8516368865966797,1.1813565492630005,0.43661972880363464,1.0
3,0.9006520509719849,0.9591854810714722,0.23883400857448578,0.8640367388725281,0.9096774458885193,0.6311360597610474,0.8628952503204346,0.8980505466461182,0.5410122275352478,1.0
4,0.9114618897438049,0.9641125202178955,0.22522284090518951,0.8688955903053284,0.9326612949371338,0.6591865420341492,0.8616865873336792,0.8886127471923828,0.5605786442756653,1.0
5,0.9142072796821594,0.9628522992134094,0.22081032395362854,0.8677563071250916,0.9419354796409607,0.5483871102333069,0.8306891918182373,1.1434621810913086,0.4905063211917877,1.0
6,0.9169526696205139,0.9697272777557373,0.20404097437858582,0.8723880648612976,0.9427419304847717,0.6984572410583496,0.8530857563018799,0.7648302316665649,0.5904762148857117,1.0
7,0.9262182712554932,0.9662197232246399,0.20383650064468384,0.8757331371307373,0.9633064270019531,0.7012622952461243,0.8341150879859924,0.8408597707748413,0.5927342176437378,1.0
8,0.9263898134231567,0.9751713871955872,0.1811974197626114,0.8802372813224792,0.9572580456733704,0.7124824523925781,0.8501800894737244,1.0406588315963745,0.6019417643547058,1.0
9,0.9289636015892029,0.968967616558075,0.19420363008975983,0.8795003890991211,0.9653225541114807,0.722300112247467,0.8595772981643677,0.6231547594070435,0.6111111044883728,0.9935483932495117
10,0.9322237372398376,0.976944625377655,0.17164349555969238,0.8856825828552246,0.9653225541114807,0.739130437374115,0.8661810755729675,0.5487806797027588,0.632478654384613,0.9548386931419373
11,0.9404598474502563,0.9832121729850769,0.15304870903491974,0.9047438502311707,0.9612902998924255,0.6129032373428345,0.8356399536132812,1.413314938545227,0.5290102362632751,1.0
12,0.941146194934845,0.9818357825279236,0.15231828391551971,0.904581606388092,0.9633064270019531,0.6914445757865906,0.8674657344818115,0.7635859251022339,0.5865384340286255,0.9838709831237793
13,0.9483527541160583,0.9863049387931824,0.13571074604988098,0.918877363204956,0.9637096524238586,0.747545599937439,0.8731409311294556,0.7092865705490112,0.634854793548584,0.9870967864990234
14,0.9469801187515259,0.9863799214363098,0.1342446506023407,0.9147879481315613,0.9653225541114807,0.8022440671920776,0.8854078650474548,0.5272891521453857,0.7107232213020325,0.9193548560142517
15,0.9593342542648315,0.9900471568107605,0.11402338743209839,0.9351959824562073,0.9717742204666138,0.7208976149559021,0.8747298717498779,0.9289223551750183,0.6103379726409912,0.9903225898742676
16,0.9576184153556824,0.9891799092292786,0.11716615408658981,0.9322493076324463,0.9709677696228027,0.7503506541252136,0.887497067451477,0.7019519805908203,0.6453744769096375,0.9451612830162048
17,0.9656829237937927,0.9918249845504761,0.10141375660896301,0.9456606507301331,0.9754032492637634,0.7643758654594421,0.864768385887146,0.6712637543678284,0.6613636612892151,0.9387096762657166
18,0.96705561876297,0.9922072887420654,0.09699323028326035,0.9486274719238281,0.9754032492637634,0.7166900634765625,0.833935022354126,1.1621283292770386,0.6058823466300964,0.9967741966247559
19,0.9680851101875305,0.9930135011672974,0.09054199606180191,0.9512194991111755,0.9750000238418579,0.799439013004303,0.8939966559410095,0.6050631403923035,0.7135549783706665,0.8999999761581421
