epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8913863897323608,0.9561764597892761,0.25127050280570984,0.8542385697364807,0.8979838490486145,0.52173912525177,0.9063035249710083,0.8280603885650635,0.4761904776096344,1.0
1,0.9082018136978149,0.9662742614746094,0.2200646996498108,0.8736073970794678,0.9169355034828186,0.730715274810791,0.912114679813385,0.660374641418457,0.6175298690795898,1.0
2,0.9238160848617554,0.969783365726471,0.20154701173305511,0.8801344037055969,0.9504032135009766,0.6633940935134888,0.9121147990226746,0.7500343322753906,0.5636363625526428,1.0
3,0.9260466694831848,0.972778856754303,0.1880669891834259,0.8821335434913635,0.9536290168762207,0.7082749009132385,0.9128272533416748,0.7407603859901428,0.5984556078910828,1.0
4,0.9329100847244263,0.9767792820930481,0.1745515614748001,0.8869951963424683,0.9653225541114807,0.6970546841621399,0.9095893502235413,0.7274372577667236,0.589353621006012,1.0
5,0.9334248304367065,0.9769137501716614,0.17090098559856415,0.8914670944213867,0.9604838490486145,0.6942496299743652,0.9038141965866089,0.7006880640983582,0.5871211886405945,1.0
6,0.9425188899040222,0.9847862124443054,0.14472900331020355,0.9067121744155884,0.9641128778457642,0.834502100944519,0.9137397408485413,0.4450029134750366,0.7376237511634827,0.9612902998924255
7,0.9471516609191895,0.9835357666015625,0.14282803237438202,0.9101208448410034,0.9717742204666138,0.8120617270469666,0.9149643182754517,0.4768287241458893,0.7056074738502502,0.9741935729980469
8,0.957789957523346,0.9897968173027039,0.11663024872541428,0.9309413433074951,0.9729838967323303,0.7180925607681274,0.9107460379600525,0.8278442025184631,0.6070727109909058,0.9967741966247559
9,0.961564838886261,0.9873077869415283,0.12085095047950745,0.9375484585762024,0.9745967984199524,0.791023850440979,0.9088048934936523,0.4979580044746399,0.6850574612617493,0.9612902998924255
10,0.9691146016120911,0.9929853677749634,0.09359487891197205,0.948517918586731,0.9806451797485352,0.7812061905860901,0.900184154510498,0.5957576632499695,0.6742081642150879,0.9612902998924255
11,0.9780370593070984,0.9955510497093201,0.07338295876979828,0.9622641801834106,0.9870967864990234,0.8120617270469666,0.9164731502532959,0.5125821232795715,0.714634120464325,0.9451612830162048
