epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8731983304023743,0.9377338886260986,0.2981652319431305,0.8125673532485962,0.9125000238418579,0.43478259444236755,0.7345753908157349,2.803316593170166,0.43478259444236755,1.0
1,0.8654770255088806,0.9308518171310425,0.3161841928958893,0.8106226921081543,0.8923386931419373,0.43478259444236755,0.5475265979766846,1.0289368629455566,0.43478259444236755,1.0
2,0.8615305423736572,0.9353727102279663,0.3108293414115906,0.7992844581604004,0.9008064270019531,0.4361851215362549,0.801616907119751,1.1185625791549683,0.43539324402809143,1.0
3,0.8853809237480164,0.9430985450744629,0.286673367023468,0.8343173265457153,0.9116935729980469,0.5918653607368469,0.8273953199386597,0.7849720120429993,0.5162393450737,0.9741935729980469
4,0.8910432457923889,0.950291633605957,0.26652929186820984,0.8410351276397705,0.9173387289047241,0.5918653607368469,0.836044192314148,1.0049145221710205,0.5162950158119202,0.9709677696228027
5,0.8980782628059387,0.9536166787147522,0.2592848539352417,0.8456745147705078,0.9302419424057007,0.7699859738349915,0.8285160064697266,0.6183992028236389,0.6951871514320374,0.8387096524238586
6,0.8934454321861267,0.952497124671936,0.26138782501220703,0.8398537635803223,0.9262096881866455,0.7447405457496643,0.844953179359436,0.6090588569641113,0.6516587734222412,0.8870967626571655
7,0.8943033814430237,0.9551542401313782,0.255952388048172,0.8431516885757446,0.9233871102333069,0.6816269159317017,0.8453093767166138,0.7158805131912231,0.5873684287071228,0.8999999761581421
8,0.907343864440918,0.9587194919586182,0.2428978681564331,0.861940324306488,0.9314516186714172,0.792426347732544,0.8365284204483032,0.6307051181793213,0.7109375,0.8806451559066772
9,0.9047700762748718,0.9571710824966431,0.24829968810081482,0.8529519438743591,0.9379032254219055,0.6690042018890381,0.8516328930854797,0.7702659964561462,0.573122501373291,0.9354838728904724
10,0.9118050932884216,0.962157666683197,0.23472924530506134,0.8627306222915649,0.9427419304847717,0.7966339588165283,0.828896164894104,0.6103277802467346,0.7165354490280151,0.8806451559066772
11,0.9085449576377869,0.9643403887748718,0.22914457321166992,0.8705747723579407,0.9221774339675903,0.6704067587852478,0.8335868120193481,0.9516845345497131,0.5739644765853882,0.9387096762657166
