epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8862388730049133,0.9510341286659241,0.2627376914024353,0.8429595828056335,0.9004032015800476,0.4544179439544678,0.8877851366996765,1.0226761102676392,0.4434907138347626,1.0
1,0.8980782628059387,0.9598466753959656,0.23977914452552795,0.863531231880188,0.9032257795333862,0.5946704149246216,0.895153284072876,0.8984182476997375,0.5175291895866394,1.0
2,0.9135209321975708,0.964529275894165,0.2204294502735138,0.867559552192688,0.9403225779533386,0.6367461681365967,0.8976947069168091,0.852417528629303,0.5448154807090759,1.0
3,0.9155799746513367,0.9674478769302368,0.20720289647579193,0.8697916865348816,0.9427419304847717,0.6465638279914856,0.8997998833656311,0.9224017858505249,0.5516014099121094,1.0
4,0.9241592288017273,0.9683130979537964,0.20205387473106384,0.8782479763031006,0.9540322422981262,0.6746143102645874,0.9037140607833862,0.848027765750885,0.5719557404518127,1.0
5,0.9186685085296631,0.9658225774765015,0.21005532145500183,0.8756554126739502,0.9427419304847717,0.6395511627197266,0.9030777215957642,0.8247296214103699,0.5467371940612793,1.0
6,0.9260466694831848,0.9738311171531677,0.18847429752349854,0.8829906582832336,0.9524193406105042,0.695652186870575,0.9030056595802307,0.7532653212547302,0.5882353186607361,1.0
7,0.9263898134231567,0.9701371788978577,0.1907048523426056,0.8779948353767395,0.9604838490486145,0.7363253831863403,0.903670072555542,0.6683964133262634,0.6224899888038635,1.0
8,0.9325669407844543,0.9780436158180237,0.17102214694023132,0.8892204165458679,0.9612902998924255,0.6465638279914856,0.9010285139083862,1.0272316932678223,0.5516014099121094,1.0
9,0.9358270168304443,0.9720705151557922,0.18066132068634033,0.8911589980125427,0.9673386812210083,0.7237026691436768,0.9021812677383423,0.6252254843711853,0.6114398241043091,1.0
10,0.9392587542533875,0.9808225035667419,0.15682606399059296,0.8954613208770752,0.9705645442008972,0.6830294728279114,0.8850676417350769,0.7655600905418396,0.5783582329750061,1.0
11,0.9481812119483948,0.9852384924888611,0.1375747174024582,0.9118759632110596,0.9721774458885193,0.6900420784950256,0.8959296941757202,0.7727119326591492,0.5838041305541992,1.0
12,0.9517844915390015,0.9859209060668945,0.13540859520435333,0.9204589128494263,0.9705645442008972,0.7629733681678772,0.902937650680542,0.5444095730781555,0.6516128778457642,0.977419376373291
13,0.956588864326477,0.9892073273658752,0.11923795193433762,0.9284340143203735,0.9729838967323303,0.8288919925689697,0.9097974896430969,0.4747311770915985,0.7315270900726318,0.9580644965171814
14,0.9560741186141968,0.9892604351043701,0.11601589620113373,0.9280215501785278,0.9721774458885193,0.8008415102958679,0.9075441956520081,0.4960865080356598,0.6990521550178528,0.9516128897666931
15,0.9619080424308777,0.990676999092102,0.10763343423604965,0.9369195103645325,0.9762097001075745,0.6928471326828003,0.8789162039756775,0.8598955273628235,0.5876685976982117,0.9838709831237793
16,0.9648249745368958,0.9918712377548218,0.09930781275033951,0.9448572397232056,0.9741935729980469,0.7559607028961182,0.8997117877006531,0.6053299903869629,0.649779736995697,0.9516128897666931
17,0.9706588983535767,0.9934818148612976,0.08878707885742188,0.9497467875480652,0.9830645322799683,0.6535764336585999,0.8619786500930786,0.9058451056480408,0.5582255125045776,0.9741935729980469
18,0.9716883897781372,0.9942041039466858,0.08400916308164597,0.952678918838501,0.9822580814361572,0.7489480972290039,0.8936765193939209,0.6208856701850891,0.6471909880638123,0.9290322661399841
