epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8766300678253174,0.9404677748680115,0.2826823890209198,0.8219378590583801,0.9064516425132751,0.43478259444236755,0.7952613234519958,1.1634620428085327,0.43478259444236755,1.0
1,0.8886410593986511,0.955167293548584,0.25847816467285156,0.8461247682571411,0.9024193286895752,0.7293127775192261,0.8941686749458313,0.6385430693626404,0.617234468460083,0.9935483932495117
2,0.914893627166748,0.9628114104270935,0.22230727970600128,0.8695976138114929,0.9411290287971497,0.625525951385498,0.8781957626342773,0.8363192677497864,0.5372617244720459,1.0
3,0.9155799746513367,0.9665393233299255,0.21037329733371735,0.8662490844726562,0.9479838609695435,0.6998597383499146,0.8903425931930542,0.8678643703460693,0.5916030406951904,1.0
4,0.9250171780586243,0.9701462984085083,0.1993343085050583,0.8807305097579956,0.9528225660324097,0.7096773982048035,0.8757944107055664,0.7776859998703003,0.5996131300926208,1.0
5,0.9238160848617554,0.9695693850517273,0.1978251039981842,0.875923216342926,0.9564515948295593,0.6129032373428345,0.8780277371406555,0.9567527174949646,0.5290102362632751,1.0
6,0.928620457649231,0.9778861999511719,0.17409029603004456,0.8882618546485901,0.9520161151885986,0.730715274810791,0.8832026124000549,0.6092349290847778,0.6204081773757935,0.9806451797485352
7,0.9344543814659119,0.9764115810394287,0.1717889904975891,0.8905435800552368,0.9645161032676697,0.799439013004303,0.8959977030754089,0.5086004137992859,0.7012048363685608,0.9387096762657166
8,0.9373713135719299,0.9833469986915588,0.15157952904701233,0.9047072529792786,0.9532257914543152,0.7643758654594421,0.8871567249298096,0.7819533944129944,0.6491596698760986,0.9967741966247559
9,0.944063127040863,0.9819390177726746,0.15124034881591797,0.9123277068138123,0.96088707447052,0.6619915962219238,0.8970143795013428,0.6345457434654236,0.5635359287261963,0.9870967864990234
10,0.9447494745254517,0.9858279228210449,0.14048664271831512,0.9137269854545593,0.96088707447052,0.7377278804779053,0.884283185005188,0.6862500905990601,0.6305732727050781,0.9580644965171814
11,0.9581331610679626,0.9903442859649658,0.11462673544883728,0.9391201734542847,0.9641128778457642,0.7657784223556519,0.893972635269165,0.7588931322097778,0.6550976037979126,0.9741935729980469
12,0.9600206017494202,0.9899416565895081,0.11338844150304794,0.9414538145065308,0.9661290049552917,0.7952314019203186,0.8789201974868774,0.6039145588874817,0.7009803652763367,0.9225806593894958
