epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8788606524467468,0.9369304776191711,0.3103700876235962,0.839067280292511,0.8850806355476379,0.4600280523300171,0.7274033427238464,1.0822545289993286,0.44411325454711914,0.9612902998924255
1,0.8714824914932251,0.9349424242973328,0.31563878059387207,0.8252536654472351,0.8854838609695435,0.4936886429786682,0.7522812485694885,1.1131645441055298,0.4602183997631073,0.9516128897666931
2,0.8804049491882324,0.9364638924598694,0.30624914169311523,0.8335204124450684,0.89838707447052,0.5638148784637451,0.8028815984725952,0.9800357818603516,0.499133437871933,0.9290322661399841
3,0.8932738304138184,0.9490155577659607,0.2763630151748657,0.850037693977356,0.9096774458885193,0.7265077233314514,0.8056031465530396,0.7158889770507812,0.6297968626022339,0.8999999761581421
4,0.9006520509719849,0.9525146484375,0.26369717717170715,0.856928288936615,0.9201613068580627,0.7447405457496643,0.808424711227417,0.7072873711585999,0.6474654674530029,0.9064516425132751
5,0.8960192203521729,0.9539781212806702,0.26316580176353455,0.853584885597229,0.9120967984199524,0.6479663252830505,0.8006283640861511,0.8222029805183411,0.5595959424972534,0.8935483694076538
6,0.9109471440315247,0.9641683101654053,0.23157718777656555,0.8740938305854797,0.9237903356552124,0.6830294728279114,0.8070198893547058,0.8427634835243225,0.5874999761581421,0.9096774458885193
7,0.9147220253944397,0.9660869240760803,0.2218790054321289,0.8797395825386047,0.9262096881866455,0.7643758654594421,0.8087208271026611,0.7869776487350464,0.6878306865692139,0.8387096524238586
8,0.9193548560142517,0.9700822830200195,0.21078774333000183,0.8832951784133911,0.9338709712028503,0.7503506541252136,0.8177019357681274,0.8143423795700073,0.6594203114509583,0.8806451559066772
9,0.9272477626800537,0.9738181829452515,0.19511130452156067,0.8944742679595947,0.9399193525314331,0.7082749009132385,0.7517810463905334,1.0163737535476685,0.6583850979804993,0.6838709712028503
